"No","Kecamatan","DesilKesejahteraan","PrioritasVerval","JenisKelamin","HubungaKepalaKeluarga","Pekerjaan","Usia2023","PenerimaSEMBAKO"
"51863","KOTA KUDUS","2","Normal","Perempuan","Anak","1","19","Tidak"
"51864","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","45","Tidak"
"51865","KOTA KUDUS","2","Normal","Perempuan","Istri","1","39","Tidak"
"51866","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","7","Tidak"
"51867","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"51868","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","35","Tidak"
"51869","KOTA KUDUS","2","Normal","Perempuan","Istri","1","33","Tidak"
"51870","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","3","Tidak"
"51871","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","6","Tidak"
"51872","KOTA KUDUS","2","Normal","Perempuan","Anak","1","7","Tidak"
"51873","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","68","Tidak"
"51874","KOTA KUDUS","2","Normal","Perempuan","Istri","1","51","Tidak"
"51875","KOTA KUDUS","2","Normal","Perempuan","Anak","1","20","Tidak"
"51876","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","22","Tidak"
"51877","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","27","Tidak"
"51878","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","1","43","Tidak"
"51879","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","5","Tidak"
"51880","KOTA KUDUS","2","Normal","Perempuan","Anak","1","5","Tidak"
"51881","KOTA KUDUS","2","Normal","Perempuan","Anak","1","5","Tidak"
"51882","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","8","Tidak"
"51883","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","16","Tidak"
"51884","KOTA KUDUS","2","Normal","Perempuan","Anak","1","24","Tidak"
"51885","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","47","Tidak"
"51886","KOTA KUDUS","2","Normal","Perempuan","Istri","1","45","Tidak"
"51887","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","21","Tidak"
"51888","KOTA KUDUS","2","Normal","Perempuan","Anak","0","22","Tidak"
"51889","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","26","Tidak"
"51890","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","44","Tidak"
"51891","KOTA KUDUS","2","Normal","Perempuan","Istri","4","41","Tidak"
"51892","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","7","Tidak"
"51893","KOTA KUDUS","2","Normal","Perempuan","Anak","1","9","Tidak"
"51894","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","18","Tidak"
"51895","KOTA KUDUS","2","Normal","Perempuan","Anak","1","19","Tidak"
"51896","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","43","Tidak"
"51897","KOTA KUDUS","2","Normal","Perempuan","Istri","1","40","Tidak"
"51898","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"51899","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","22","Tidak"
"51900","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","58","Tidak"
"51901","KOTA KUDUS","2","Normal","Perempuan","Istri","0","56","Ya"
"51902","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","18","Tidak"
"51903","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","22","Tidak"
"51904","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","25","Tidak"
"51905","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","26","Tidak"
"51906","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","27","Tidak"
"51907","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","28","Tidak"
"51908","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","32","Tidak"
"51909","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","35","Tidak"
"51910","KOTA KUDUS","2","Normal","Perempuan","Istri","2","29","Tidak"
"51911","KOTA KUDUS","2","Normal","Perempuan","Anak","1","3","Tidak"
"51912","KOTA KUDUS","2","Normal","Perempuan","Anak","1","6","Tidak"
"51913","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","46","Tidak"
"51914","KOTA KUDUS","2","Normal","Perempuan","Istri","2","41","Tidak"
"51915","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","5","Tidak"
"51916","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","15","Tidak"
"51917","KOTA KUDUS","2","Normal","Perempuan","Anak","1","23","Tidak"
"51918","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","4","55","Tidak"
"51919","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","23","Tidak"
"51920","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","29","Tidak"
"51921","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","33","Tidak"
"51922","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","54","Tidak"
"51923","KOTA KUDUS","2","Normal","Perempuan","Istri","1","48","Tidak"
"51924","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","7","Tidak"
"51925","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","16","Tidak"
"51926","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","17","Tidak"
"51927","KOTA KUDUS","2","Normal","Perempuan","Anak","1","23","Tidak"
"51928","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","73","Tidak"
"51929","KOTA KUDUS","2","Normal","Perempuan","Istri","3","65","Ya"
"51930","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","51","Tidak"
"51931","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","15","Tidak"
"51932","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","18","Tidak"
"51933","KOTA KUDUS","2","Normal","Perempuan","Anak","1","22","Tidak"
"51934","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","23","Tidak"
"51935","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","3","56","Tidak"
"51936","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","21","Tidak"
"51937","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","23","Tidak"
"51938","KOTA KUDUS","2","Normal","Perempuan","Anak","1","25","Tidak"
"51939","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","29","Tidak"
"51940","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","43","Tidak"
"51941","KOTA KUDUS","2","Normal","Perempuan","Istri","1","37","Tidak"
"51942","KOTA KUDUS","2","Normal","Perempuan","Anak","1","12","Tidak"
"51943","KOTA KUDUS","2","Normal","Perempuan","Anak","1","18","Tidak"
"51944","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","40","Tidak"
"51945","KOTA KUDUS","2","Normal","Perempuan","Istri","1","40","Tidak"
"51946","KOTA KUDUS","2","Normal","Perempuan","Anak","1","4","Tidak"
"51947","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","7","Tidak"
"51948","KOTA KUDUS","2","Normal","Perempuan","Anak","1","14","Tidak"
"51949","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","48","Tidak"
"51950","KOTA KUDUS","2","Normal","Perempuan","Istri","0","46","Tidak"
"51951","KOTA KUDUS","2","Normal","Perempuan","Anak","1","10","Tidak"
"51952","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"51953","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","42","Tidak"
"51954","KOTA KUDUS","2","Normal","Perempuan","Istri","1","41","Tidak"
"51955","KOTA KUDUS","2","Normal","Perempuan","Anak","1","11","Tidak"
"51956","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"51957","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","54","Tidak"
"51958","KOTA KUDUS","2","Normal","Perempuan","Istri","2","40","Tidak"
"51959","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","12","Tidak"
"51960","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","16","Tidak"
"51961","KOTA KUDUS","2","Normal","Perempuan","Lainnya","5","80","Tidak"
"51962","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","81","Tidak"
"51963","KOTA KUDUS","2","Normal","Perempuan","Istri","4","78","Tidak"
"51964","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","55","Tidak"
"51965","KOTA KUDUS","2","Normal","Perempuan","Istri","1","46","Tidak"
"51966","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","23","Tidak"
"51967","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","43","Tidak"
"51968","KOTA KUDUS","2","Normal","Perempuan","Istri","1","46","Tidak"
"51969","KOTA KUDUS","2","Normal","Perempuan","Anak","1","19","Tidak"
"51970","KOTA KUDUS","2","Normal","Perempuan","Anak","1","23","Tidak"
"51971","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","31","Tidak"
"51972","KOTA KUDUS","2","Normal","Perempuan","Istri","1","31","Tidak"
"51973","KOTA KUDUS","2","Normal","Perempuan","Anak","1","11","Tidak"
"51974","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"51975","KOTA KUDUS","2","NIK Duplikat","Perempuan","Kepala Keluarga","2","52","Ya"
"51976","KOTA KUDUS","2","NIK Duplikat","Perempuan","Lainnya","1","16","Tidak"
"51977","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Lainnya","1","23","Tidak"
"51978","KOTA KUDUS","2","Normal","Laki-laki","Lainnya","1","29","Tidak"
"51979","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","35","Tidak"
"51980","KOTA KUDUS","2","Normal","Perempuan","Istri","1","34","Tidak"
"51981","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","6","Tidak"
"51982","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","12","Tidak"
"51983","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","51","Tidak"
"51984","KOTA KUDUS","2","Normal","Perempuan","Istri","2","45","Ya"
"51985","KOTA KUDUS","2","Normal","Perempuan","Anak","1","16","Tidak"
"51986","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","18","Tidak"
"51987","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","5","58","Tidak"
"51988","KOTA KUDUS","2","Normal","Perempuan","Istri","4","41","Tidak"
"51989","KOTA KUDUS","2","Normal","Perempuan","Anak","1","6","Tidak"
"51990","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","16","Tidak"
"51991","KOTA KUDUS","2","Normal","Perempuan","Anak","2","21","Tidak"
"51992","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","35","Tidak"
"51993","KOTA KUDUS","2","Normal","Perempuan","Istri","2","25","Tidak"
"51994","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","8","Tidak"
"51995","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","4","35","Tidak"
"51996","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","9","Tidak"
"51997","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","35","Tidak"
"51998","KOTA KUDUS","3","Normal","Perempuan","Istri","4","29","Tidak"
"51999","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Anak","1","5","Tidak"
"52000","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","8","Tidak"
"52001","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","36","Tidak"
"52002","KOTA KUDUS","3","Normal","Perempuan","Istri","2","38","Ya"
"52003","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","6","Tidak"
"52004","KOTA KUDUS","3","Normal","Perempuan","Anak","1","11","Tidak"
"52005","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","0","47","Ya"
"52006","KOTA KUDUS","3","Normal","Perempuan","Anak","1","16","Tidak"
"52007","KOTA KUDUS","3","Normal","Perempuan","Anak","1","19","Tidak"
"52008","KOTA KUDUS","3","Normal","Perempuan","Anak","0","21","Tidak"
"52009","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","0","49","Tidak"
"52010","KOTA KUDUS","3","Normal","Perempuan","Istri","2","43","Tidak"
"52011","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","13","Tidak"
"52012","KOTA KUDUS","3","Normal","Perempuan","Anak","1","20","Tidak"
"52013","KOTA KUDUS","3","Normal","Perempuan","Lainnya","1","11","Tidak"
"52014","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","42","Tidak"
"52015","KOTA KUDUS","3","Normal","Perempuan","Istri","4","42","Tidak"
"52016","KOTA KUDUS","3","Normal","Perempuan","Anak","1","4","Tidak"
"52017","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","12","Tidak"
"52018","KOTA KUDUS","3","Normal","Perempuan","Anak","1","16","Tidak"
"52019","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","48","Tidak"
"52020","KOTA KUDUS","3","Normal","Perempuan","Istri","1","44","Tidak"
"52021","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","10","Tidak"
"52022","KOTA KUDUS","3","Normal","Perempuan","Anak","1","18","Tidak"
"52023","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","44","Tidak"
"52024","KOTA KUDUS","3","Normal","Perempuan","Istri","2","42","Tidak"
"52025","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","7","Tidak"
"52026","KOTA KUDUS","3","Normal","Perempuan","Anak","1","14","Tidak"
"52027","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","18","Tidak"
"52028","KOTA KUDUS","3","NIK Duplikat","Perempuan","Kepala Keluarga","7","46","Tidak"
"52029","KOTA KUDUS","3","Normal","Perempuan","Anak","1","14","Tidak"
"52030","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","17","Tidak"
"52031","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","23","Tidak"
"52032","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","71","Ya"
"52033","KOTA KUDUS","3","Normal","Perempuan","Istri","1","53","Tidak"
"52034","KOTA KUDUS","3","Normal","Perempuan","Anak","1","19","Tidak"
"52035","KOTA KUDUS","3","Normal","Perempuan","Anak","2","39","Tidak"
"52036","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","43","Tidak"
"52037","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","72","Tidak"
"52038","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","66","Tidak"
"52039","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","2","46","Tidak"
"52040","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","13","Tidak"
"52041","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","18","Tidak"
"52042","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","2","48","Tidak"
"52043","KOTA KUDUS","3","Normal","Perempuan","Istri","1","41","Tidak"
"52044","KOTA KUDUS","3","Normal","Perempuan","Anak","1","15","Tidak"
"52045","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","22","Tidak"
"52046","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","41","Tidak"
"52047","KOTA KUDUS","3","Normal","Perempuan","Istri","2","39","Tidak"
"52048","KOTA KUDUS","3","Normal","Perempuan","Anak","1","12","Tidak"
"52049","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","18","Tidak"
"52050","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","76","Tidak"
"52051","KOTA KUDUS","3","Normal","Perempuan","Istri","3","71","Tidak"
"52052","KOTA KUDUS","3","Normal","Perempuan","Anak","1","31","Tidak"
"52053","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","34","Tidak"
"52054","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","33","Tidak"
"52055","KOTA KUDUS","3","Normal","Perempuan","Istri","1","38","Ya"
"52056","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","3","Tidak"
"52057","KOTA KUDUS","3","Normal","Perempuan","Anak","1","6","Tidak"
"52058","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","39","Tidak"
"52059","KOTA KUDUS","3","Normal","Perempuan","Istri","2","34","Tidak"
"52060","KOTA KUDUS","3","Normal","Perempuan","Anak","1","6","Tidak"
"52061","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","15","Tidak"
"52062","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","45","Tidak"
"52063","KOTA KUDUS","3","Normal","Perempuan","Istri","0","37","Tidak"
"52064","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","10","Tidak"
"52065","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","14","Tidak"
"52066","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","2","47","Tidak"
"52067","KOTA KUDUS","3","Normal","Perempuan","Istri","2","42","Tidak"
"52068","KOTA KUDUS","3","Normal","Perempuan","Anak","1","10","Tidak"
"52069","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","17","Tidak"
"52070","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"52071","KOTA KUDUS","3","Normal","Perempuan","Istri","1","33","Tidak"
"52072","KOTA KUDUS","3","Normal","Perempuan","Anak","1","3","Tidak"
"52073","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","6","Tidak"
"52074","KOTA KUDUS","3","Normal","Perempuan","Anak","1","8","Tidak"
"52075","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","58","Tidak"
"52076","KOTA KUDUS","3","Normal","Perempuan","Istri","2","48","Tidak"
"52077","KOTA KUDUS","3","Normal","Perempuan","Anak","1","19","Tidak"
"52078","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","21","Tidak"
"52079","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","64","Tidak"
"52080","KOTA KUDUS","3","Normal","Perempuan","Istri","3","61","Ya"
"52081","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","0","45","Ya"
"52082","KOTA KUDUS","3","Normal","Perempuan","Anak","1","12","Tidak"
"52083","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","17","Tidak"
"52084","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","20","Tidak"
"52085","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","66","Tidak"
"52086","KOTA KUDUS","3","Normal","Perempuan","Istri","4","38","Tidak"
"52087","KOTA KUDUS","3","Normal","Perempuan","Anak","2","28","Tidak"
"52088","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","0","43","Tidak"
"52089","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","13","Tidak"
"52090","KOTA KUDUS","3","Normal","Perempuan","Anak","2","23","Tidak"
"52091","KOTA KUDUS","3","Normal","Perempuan","Anak","2","26","Tidak"
"52092","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","47","Tidak"
"52093","KOTA KUDUS","3","Normal","Perempuan","Istri","1","41","Tidak"
"52094","KOTA KUDUS","3","Normal","Perempuan","Anak","1","6","Tidak"
"52095","KOTA KUDUS","3","Normal","Perempuan","Anak","1","9","Tidak"
"52096","KOTA KUDUS","3","Normal","Perempuan","Anak","1","13","Tidak"
"52097","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","15","Tidak"
"52098","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","68","Tidak"
"52099","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","35","Tidak"
"52100","KOTA KUDUS","3","Normal","Perempuan","Istri","1","43","Tidak"
"52101","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","11","Tidak"
"52102","KOTA KUDUS","3","Normal","Perempuan","Anak","1","14","Tidak"
"52103","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","29","Tidak"
"52104","KOTA KUDUS","3","Normal","Perempuan","Istri","4","27","Tidak"
"52105","KOTA KUDUS","3","Normal","Perempuan","Anak","1","3","Tidak"
"52106","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","8","Tidak"
"52107","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","40","Tidak"
"52108","KOTA KUDUS","3","Normal","Perempuan","Istri","2","39","Tidak"
"52109","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","7","Tidak"
"52110","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","45","Tidak"
"52111","KOTA KUDUS","3","Normal","Perempuan","Istri","2","41","Tidak"
"52112","KOTA KUDUS","3","Normal","Perempuan","Anak","1","7","Tidak"
"52113","KOTA KUDUS","3","Normal","Perempuan","Anak","1","12","Tidak"
"52114","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","50","Tidak"
"52115","KOTA KUDUS","3","Normal","Perempuan","Istri","2","45","Tidak"
"52116","KOTA KUDUS","3","Normal","Perempuan","Anak","1","8","Tidak"
"52117","KOTA KUDUS","3","Normal","Perempuan","Anak","1","20","Tidak"
"52118","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","49","Tidak"
"52119","KOTA KUDUS","3","Normal","Perempuan","Istri","0","45","Ya"
"52120","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","10","Tidak"
"52121","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","22","Tidak"
"52122","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","68","Tidak"
"52123","KOTA KUDUS","3","Normal","Perempuan","Istri","4","60","Tidak"
"52124","KOTA KUDUS","3","Normal","Perempuan","Anak","0","23","Tidak"
"52125","KOTA KUDUS","3","Normal","Laki-laki","Anak","3","37","Tidak"
"52126","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","35","Tidak"
"52127","KOTA KUDUS","3","Normal","Perempuan","Istri","2","33","Tidak"
"52128","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","6","Tidak"
"52129","KOTA KUDUS","3","Normal","Perempuan","Lainnya","1","68","Tidak"
"52130","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","32","Tidak"
"52131","KOTA KUDUS","3","Normal","Perempuan","Istri","2","34","Tidak"
"52132","KOTA KUDUS","3","Normal","Perempuan","Anak","1","4","Tidak"
"52133","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","0","31","Tidak"
"52134","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","1","25","Tidak"
"52135","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","3","Tidak"
"52136","KOTA KUDUS","3","Normal","Perempuan","Lainnya","5","66","Tidak"
"52137","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","2","52","Tidak"
"52138","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","1","44","Tidak"
"52139","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","8","Tidak"
"52140","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","38","Tidak"
"52141","KOTA KUDUS","3","Normal","Perempuan","Istri","1","32","Tidak"
"52142","KOTA KUDUS","3","Normal","Perempuan","Anak","1","4","Tidak"
"52143","KOTA KUDUS","3","Normal","Perempuan","Anak","1","9","Tidak"
"52144","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","39","Tidak"
"52145","KOTA KUDUS","3","Normal","Perempuan","Istri","0","33","Tidak"
"52146","KOTA KUDUS","3","Normal","Perempuan","Anak","1","13","Tidak"
"52147","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","0","43","Tidak"
"52148","KOTA KUDUS","3","Normal","Perempuan","Anak","1","13","Tidak"
"52149","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","16","Tidak"
"52150","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","45","Tidak"
